Muscle Group,Exercise Name,Equipment,Video Links,Difficulty,Force,Grips,Mechanic,Instructions
Biceps,Plate Pinch Grip Row,Plate,"https://media.musclewiki.com/media/uploads/videos/branded/male-plate-pinch-grip-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-plate-pinch-grip-row-side.mp4#t=0.1",Intermediate,Pull,Pinch Grip,Compound,1. Make sure to keep your elbow close to your body and your core engaged throughout the movement. | 2. Bend forward at your hips while maintaining a flat back. | 3. Pull the plate toward your upper abdomen. | 4. Lower the weight in a controlled manner and repeat.
Biceps,Lawnmower Row,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-bench-lawnmower-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-bench-lawnmower-row-side.mp4#t=0.1",Intermediate,Pull,Rotating: Hands Rotate,Compound,"1. Stand with feet staggered and one hand on a bench/box. Hold a dumbbell in the opposing hand. | 2. Hinge forward at the hips, keeping the back flat, and eyes facing forward. The weight should hang directly below the shoulders. | 3. Start with an overhand grip, as you pull rotate the dumbbell. When your upper arm reaches your side your palm should be facing forward."
Biceps,Dumbbell Knee Lawnmower Row,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-knee-lawnmower-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-knee-lawnmower-row-front.mp4#t=0.1",Beginner,Pull,Rotating: Hands Rotate,Compound,"1. Stand with feet staggered and one hand on your knee. Hold a dumbbell in the opposing hand. | 2. Hinge forward at the hips, keeping the back flat, and eyes facing forward. The weight should hang directly below the shoulders. | 3. Start with an overhand grip, as you pull rotate the dumbbell. When your upper arm reaches your side your palm should be facing forward."
Biceps,Dumbbell Supinated Row,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-supinated-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-supinated-row-side.mp4#t=0.1",Beginner,Pull,Underhand: Supinated,Compound,"1. Grab both dumbbells and hinge forward at the hips. Make sure you keep a flat back. | 2. The closer your torso is to parallel with the ground the longer the range of motion will be at your shoulder. The better the results you'll get from the exercise. | 3. Let your arms hang freely, maintain an underhand grip, and then pull your elbow joint straight back toward the ceiling."
Biceps,TRX Rotating Row,TRX,"https://media.musclewiki.com/media/uploads/videos/branded/male-trx-rotating-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-trx-rotating-row-side.mp4#t=0.1",Beginner,Pull,Rotating: Hands Rotate,Compound,"1. Grab the TRX straps and lean away from the anchor point until the strap is taut. | 2. Start with an overhand grip. Pull your elbows back and rotate your grip. | 3. By the time your elbows reach your side, your palms should be facing upwards."
Biceps,Corpse Pose,Yoga,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-core-pose-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-core-pose-front.mp4#t=0.1",Beginner,Hold,,Compound,1. Lie down on your back with your legs straight and arms at your sides. | 2. Close your eyes and take deep breaths in through your nose and out through your mouth. | 3. Allow your body to completely relax and let go of any tension. | 4. Hold for several minutes and then slowly come back up to a seated position.
Biceps,Crow Pose,Yoga,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-crow-pose-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-crow-pose-side.mp4#t=0.1",Advanced,Hold,,Compound,"1. Begin in a squatting position with your feet together and your knees apart. | 2. Place your hands on the floor in front of you, shoulder-width apart. Keep your arms straight and engage your core. | 3. Slowly shift your weight forward and lift your feet off the ground, coming onto your tiptoes. | 4. Bend your elbows and lean your weight onto your hands, shifting your knees towards your upper arms. | 5. Gently lift one foot off the ground, and then the other, balancing on your hands. Hold the pose for a few breaths before releasing back to the ground."
Biceps,Downward Dog,Yoga,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-front.mp4#t=0.1",Beginner,Hold,,Compound,"1. Begin on your hands and knees with your hands shoulder-width apart and your knees hip-width apart. | 2. Spread your fingers wide and press down into your palms, making sure that your fingers are evenly spaced and facing forward. | 3. Tuck your toes under and lift your knees off the ground, straightening your legs as much as possible. | 4. Press your hips up and back, bringing your body into an inverted ""V"" shape. | 5. Keep your arms straight and your shoulder blades spread apart, and try to press your heels down towards the ground. | 6. Hold the pose for several breaths, then release and return to your starting position."
Biceps,Downward Dog With Fingers Facing Feet,Yoga,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-with-fingers-facing-feet-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-with-fingers-facing-feet-side.mp4#t=0.1",Beginner,Hold,,Compound,"1. Begin in the same starting position as the previous exercise, with your hands and knees on the ground. | 2. Spread your fingers wide and turn your hands so that your fingers are facing towards your feet. | 3. Tuck your toes under and lift your knees off the ground, straightening your legs as much as possible. | 4. Press your hips up and back, bringing your body into an inverted ""V"" shape. | 5. Keep your arms straight and your shoulder blades spread apart, and try to press your heels down towards the ground. | 6. Hold the pose for several breaths, then release and return to your starting position."
Biceps,Scorpion Twist Pose,Yoga,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-scorpion-twist-pose-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-scorpion-twist-pose-front.mp4#t=0.1",Beginner,Hold,,Compound,"1. Begin in a downward-facing dog pose. | 2. Slowly lift one leg up towards the ceiling, keeping your hips level and your toes pointed. | 3. Bend your lifted leg and try to touch your toes to the back of your head. | 4. Once you have a firm grip with your toes, slowly begin to twist your torso towards the lifted leg. | 5. Keep your hands and feet firmly planted on the ground as you hold the pose for a few breaths. Release the pose and repeat on the other side."
Biceps,Seated Arm Stretch,Yoga,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-seated-arm-stretch-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-seated-arm-stretch-side.mp4#t=0.1",Beginner,Hold,,Isolation,"1. Sit cross-legged on the floor. | 2. Extend your arms straight out in front of you, palms facing forward. | 3. Cross your right arm over your left arm and interlace your fingers. | 4. Pull your hands away from your body and hold for a few breaths, then release and repeat with the opposite arm on top."
Biceps,Landmine Bicep Curl,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-landmine-bicep-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-landmine-bicep-curl-side.mp4#t=0.1",Intermediate,Pull,Underhand: Supinated,Isolation,"1. Stand beside the landmine with your feet shoulder-width apart while grasping the end of the landmine barbell with the hand farther away from the landmine attachment, palm facing up and your elbow close to your side. | 2. Curl the barbell up towards your opposite shoulder, contracting your bicep muscles, then slowly lower the barbell back down. | 3. Repeat for the desired number of reps before switching sides."
Biceps,Landmine Concentration Curl,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-landmine-concentration-curl-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-landmine-concentration-curl-front.mp4#t=0.1",Intermediate,Pull,Underhand: Supinated,Isolation,"1. Start on one knee facing the landmine, holding the end of the barbell with your hand on the side of your forward leg. | 2. While keeping your elbow braced against the inside of your knee, curl the barbell upward towards your shoulder, then lower it back down with control. | 3. Repeat for the desired number of reps before switching sides."
Biceps,Bosu Ball Curl,Bosu-Ball,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-curl-side.mp4#t=0.1",Beginner,Pull,,Isolation,1. Hold the bosu vertically. | 2. Flex your elbows curling the bosu toward your chin.
Biceps,Bosu Ball Row,Bosu-Ball,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-row-side.mp4#t=0.1",Beginner,Pull,Neutral,Compound,"1. Hold bosu and hinge forward. | 2. Pull bosu towards chest, squeezing shoulder blades."
Biceps,Vitruvian Hammer Curl,Vitruvian,"https://media.musclewiki.com/media/uploads/videos/branded/male-Vitruvian-hammer-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Vitruvian-hammer-curl-side.mp4#t=0.1",Beginner,Pull,,Isolation,1. Hold a neutral grip. | 2. Flex your elbows until your forearms touch your biceps. | 3. Extend your elbows fully to finish each rep.
Biceps,Vitruvian Row,Vitruvian,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-row-side.mp4#t=0.1",Beginner,Pull,Neutral,Compound,"1. Hold bosu and hinge forward. | 2. Pull bosu towards chest, squeezing shoulder blades."
Biceps,Vitruvian Single Arm Row,Vitruvian,"https://media.musclewiki.com/media/uploads/videos/branded/male-Vitruvian-single-arm-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Vitruvian-single-arm-row-front.mp4#t=0.1",Beginner,Pull,Neutral,Compound,1. Take a staggered stance and hinge forward. | 2. Grab one of the handle attachments and pull your elbow toward the ceiling.
Biceps,Kettlebell Alternating Row,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-alternating-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-alternating-row-front.mp4#t=0.1",Beginner,Pull,Neutral,Compound,"1. Stand with feet shoulder-width apart, kettlebell in one hand. | 2. Bend at hips, row kettlebell to chest. | 3. Alternate hands for each row."
Biceps,Kettlebell Curl,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-curl-side.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Isolation,"1. Grab two kettlebells, stand tall. | 2. Curl kettlebells toward chest. | 3. Lower kettlebells, repeat."
Biceps,Kettlebell Gorilla Row,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-gorilla-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-gorilla-row-front.mp4#t=0.1",Intermediate,Pull,Neutral,Compound,"1. Stand with kettlebell between legs. | 2. Hinge at hips, grab kettlebell, pull to chest and rotate at the torso"
Biceps,Kettlebell Reverse Curl,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-reverse-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-reverse-curl-side.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Isolation,"1. Stand with feet hip-width apart. | 2. Hold kettlebell with palms facing down. | 3. Lift kettlebell toward shoulders, squeezing biceps, then lower with control."
Biceps,Kettlebell Row,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-row-front.mp4#t=0.1",Beginner,Pull,Neutral,Compound,"1. Stand with feet shoulder-width apart, hold a kettlebell in each hand. | 2. Hinge at hips, keep back straight, and pull both kettlebells to hips."
Biceps,Cable Archer Row,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-archer-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-archer-row-side.mp4#t=0.1",Intermediate,Pull,Neutral,Compound,"1. Place the cable at shoulder height. | 2. On the same side as the working arm, step back and rotate outwards. | 3. Pull your elbow back while flaring your elbow out."
Biceps,Cable Bar Curl,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bar-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bar-curl-side.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Isolation,1. Use a bar attachment. The cable should be set all the way to the bottom of the machine. | 2. Face the cable machine. | 3. Stagger your stance so you have a better base of support. Face your palm forward. Flex at the elbow and extend.
